"","X1","X1_1","street_number","street_name","neighborhood","city","HUNDRED_BLOCK","count","address","postal_code","ID","district","lon","lat"
"5332",5332,4882,"180 Street","Surrey","Greater Vancouver","British Columbia","180TH ST / GOLDEN EARS WAY",10,"180TH ST / GOLDEN EARS WAY Surrey","V4N 3V6",526,"NA",-122.7237774,49.1755164
"5333",5333,4883,"14239","61B Avenue","South Newton","Surrey","18100 61B AVE",10,"18100 61B AVE Surrey","V3S 1C8",322,"South Newton (NA)",-122.8275728,49.1148398
"5334",5334,4883,"14239","61B Avenue","South Newton","Surrey","18100 61B AVE",10,"18100 61B AVE Surrey","V3S 1C8",322,"South Newton (NA)",-122.8275728,49.1148398
"5335",5335,4884,"5550","182 Street","Surrey","Greater Vancouver","18200 55B AVE",10,"18200 55B AVE Surrey","V3S 7Z3",345,"NA",-122.717424,49.1032508
"5336",5336,4884,"5550","182 Street","Surrey","Greater Vancouver","18200 55B AVE",10,"18200 55B AVE Surrey","V3S 7Z3",345,"NA",-122.717424,49.1032508
"5337",5337,4885,"5818","182 Street","Cloverdale","Surrey","18200 58A AVE",10,"18200 58A AVE Surrey","V3S 4M7",347,"Cloverdale (NA)",-122.7182161,49.1080606
"5338",5338,4886,"18222","58B Avenue","Cloverdale","Surrey","18200 58B AVE",10,"18200 58B AVE Surrey","V3S 5V9",347,"Cloverdale (NA)",-122.7175301,49.1089023
"5339",5339,4887,"18298","Hunter Place","Cloverdale","Surrey","18300 HUNTER PL",10,"18300 HUNTER PL Surrey","V3S 5C6",336,"Cloverdale (NA)",-122.7153828,49.1123358
"5340",5340,4888,"18436","58 Avenue","Surrey","Greater Vancouver","18400 58TH AVE",10,"18400 58TH AVE Surrey","V3S 1M3",348,"NA",-122.7116798,49.1075704
"5341",5341,4889,"6527","180 Street","Cloverdale","Surrey","18400 65A AVE",10,"18400 65A AVE Surrey","V3S 7J8",334,"Cloverdale (NA)",-122.7239685,49.1210362
"5342",5342,4889,"6527","180 Street","Cloverdale","Surrey","18400 65A AVE",10,"18400 65A AVE Surrey","V3S 7J8",334,"Cloverdale (NA)",-122.7239685,49.1210362
"5343",5343,4890,"18412","96 Avenue","Surrey","Greater Vancouver","18400 96TH AVE",10,"18400 96TH AVE Surrey","V4N 3P8",527,"NA",-122.7122474,49.1765662
"5344",5344,4891,"6034","184A Street","Surrey","Greater Vancouver","18500 60A AVE",10,"18500 60A AVE Surrey","V3S 7P7",445,"NA",-122.7108056,49.1122957
"5345",5345,4892,"18431","Fraser Highway","Surrey","Greater Vancouver","18500 FRASER HWY",10,"18500 FRASER HWY Surrey","V3S 8E7",500,"NA",-122.7121248,49.128466
"5346",5346,4893,"Hwy 10 at 18600 Block","Surrey","Greater Vancouver","British Columbia","18600 56TH AVE",10,"18600 56TH AVE Surrey","V3S",345,"NA",-122.7068372,49.1041269
"5347",5347,4894,"6212","186 Street","Surrey","Greater Vancouver","18600 62A AVE",10,"18600 62A AVE Surrey","V3S 7P1",351,"NA",-122.707121,49.1153967
"5348",5348,4895,"18610","63A Avenue","Surrey","Greater Vancouver","18600 63A AVE",10,"18600 63A AVE Surrey","V3S 8N1",445,"NA",-122.7071634,49.1179435
"5349",5349,4896,"18701","56 Avenue","Surrey","Greater Vancouver","18700 56TH AVE",10,"18700 56TH AVE Surrey","V3S 7Y1",361,"NA",-122.7048775,49.1043143
"5350",5350,4897,"6119","176 Street","Cloverdale","Surrey","18800 61A AVE",10,"18800 61A AVE Surrey","V3S 4E8",331,"Cloverdale (NA)",-122.7350709,49.1136039
"5351",5351,4898,"96 Ave FS 188 St","Surrey","Greater Vancouver","British Columbia","188TH ST / 96TH AVE",10,"188TH ST / 96TH AVE Surrey","V4N 3M2",527,"NA",-122.7013106,49.177001
"5352",5352,4899,"18905","68 Avenue","East Clayton","Surrey","189TH ST / 68TH AVE",10,"189TH ST / 68TH AVE Surrey","V4N 0B3",590,"East Clayton (NA)",-122.698328,49.126231
"5353",5353,4900,"1876","141A Street","Surrey","Greater Vancouver","1900 141A ST",10,"1900 141A ST Surrey","V4A 7S8",375,"NA",-122.8307306,49.0362915
"5354",5354,4901,"1902","144 Street","Surrey","Greater Vancouver","1900 144TH ST",10,"1900 144TH ST Surrey","V4A 6X4",374,"NA",-122.8230022,49.0367516
"5355",5355,4902,"19016","72A Avenue","East Clayton North","Surrey","19000 72A AVE",10,"19000 72A AVE Surrey","V4N 1A5",533,"NA",-122.6958086,49.1344857
"5356",5356,4903,"192 St FS 28 Ave","Campbell Heights","Surrey","Greater Vancouver","19200 28TH AVE",10,"19200 28TH AVE Surrey","V3S",363,"Campbell Heights (NA)",-122.6915581,49.0528826
"5357",5357,4904,"19183","16 Avenue","Surrey","Greater Vancouver","192ND ST / 16TH AVE",10,"192ND ST / 16TH AVE Surrey","V3S 9V2",365,"NA",-122.691332,49.0310676
"5358",5358,4905,"3605","192 Street","Campbell Heights","Surrey","192ND ST / 36TH AVE",10,"192ND ST / 36TH AVE Surrey","V3S 0L5",363,"Campbell Heights (NA)",-122.691637,49.067393
"5359",5359,4906,"6801","192 Street","East Clayton","Surrey","192ND ST / 68TH AVE",10,"192ND ST / 68TH AVE Surrey","V4N 0Z6",590,"East Clayton (NA)",-122.6909799,49.1263935
"5360",5360,4907,"18936","55 Avenue","Surrey","Greater Vancouver","19400 55TH AVE",10,"19400 55TH AVE Surrey","V3S 6W7",362,"NA",-122.6979429,49.1022577
"5361",5361,4907,"18936","55 Avenue","Surrey","Greater Vancouver","19400 55TH AVE",10,"19400 55TH AVE Surrey","V3S 6W7",362,"NA",-122.6979429,49.1022577
"5362",5362,4908,"Eastbound 60 Ave @ Enterprise Way","Surrey","Greater Vancouver","British Columbia","19400 60TH AVE",10,"19400 60TH AVE Surrey","V3S 3M2",358,"NA",-122.6854824,49.1110679
"5363",5363,4909,"194","171 Street","Douglas","Surrey","200 171ST ST",10,"200 171ST ST Surrey","V3S 9P5",368,"NA",-122.7493374,49.0056734
"5364",5364,4910,"10325","150 Street","Guildford","Surrey","2200 150TH ST",10,"2200 150TH ST Surrey","V3R 4B1",23,"Guildford (Johnson Heights)",-122.8064124,49.190062
"5365",5365,4911,"2210","153 Street","Surrey","Greater Vancouver","2200 153RD ST",10,"2200 153RD ST Surrey","V4A 4R2",414,"NA",-122.7984334,49.0420303
"5366",5366,4912,"2280","163 Street","Surrey","Greater Vancouver","2200 163RD ST",10,"2200 163RD ST Surrey","V3Z 0S4",595,"NA",-122.771071,49.0434557
"5367",5367,4913,"1883","Guildford Town Centre","Guildford","Surrey","2200 GUILDFORD TOWN CTR",10,"2200 GUILDFORD TOWN CTR Surrey","V3R 7B8",23,"Guildford (Johnson Heights)",-122.8038487,49.1867837
"5368",5368,4914,"2332","160 Street","Surrey","Greater Vancouver","2332 160TH ST",10,"2332 160TH ST Surrey","V3S 9N6",595,"NA",-122.7757646,49.0432925
"5369",5369,4915,"148 St FS 24 Ave","Surrey","Greater Vancouver","British Columbia","2400 148TH ST",10,"2400 148TH ST Surrey","Canada",406,"NA",-122.8123161,49.045677
"5370",5370,4916,"24 Ave FS 164 St","Surrey","Greater Vancouver","British Columbia","24TH AVE / 164TH ST",10,"24TH AVE / 164TH ST Surrey","V3S",594,"NA",-122.7681547,49.0456431
"5371",5371,4917,"24 Ave FS 184 St","Surrey","Greater Vancouver","British Columbia","24TH AVE / 184TH ST",10,"24TH AVE / 184TH ST Surrey","V3S 9V2",363,"Campbell Heights (NA)",-122.713439,49.0456847
"5372",5372,4918,"12578","26 Avenue","Surrey","Greater Vancouver","2600 126TH ST",10,"2600 126TH ST Surrey","V4A 2K7",398,"NA",-122.87314,49.049729
"5373",5373,4919,"2699","163A Street","Morgan Heights","Surrey","2700 163A ST",10,"2700 163A ST Surrey","V3S 0E2",594,"Morgan Heights (NA)",-122.7693992,49.0510499
"5374",5374,4919,"2699","163A Street","Morgan Heights","Surrey","2700 163A ST",10,"2700 163A ST Surrey","V3S 0E2",594,"Morgan Heights (NA)",-122.7693992,49.0510499
"5375",5375,4920,"2698","164 Street","Surrey","Greater Vancouver","2700 164TH ST",10,"2700 164TH ST Surrey","V3S 0E2",593,"NA",-122.7678326,49.0511037
"5376",5376,4921,"2700","McBride Avenue","Crescent Beach","Surrey","2700 MCBRIDE AVE",10,"2700 MCBRIDE AVE Surrey","V4A 3G1",476,"Crescent Beach (Crescent Beach)",-122.8834812,49.0520464
"5377",5377,4922,"2800","Gordon Avenue","Crescent Beach","Surrey","2800 GORDON AVE",10,"2800 GORDON AVE Surrey","V4A 3J4",476,"Crescent Beach (Crescent Beach)",-122.881372,49.053375
"5378",5378,4923,"2916","152A Street","Surrey","Greater Vancouver","2900 152A ST",10,"2900 152A ST Surrey","V4P 3K4",409,"NA",-122.7994972,49.0548224
"5379",5379,4923,"2916","152A Street","Surrey","Greater Vancouver","2900 152A ST",10,"2900 152A ST Surrey","V4P 3K4",409,"NA",-122.7994972,49.0548224
"5380",5380,4924,"3110","142 Street","Surrey","Greater Vancouver","3100 142ND ST",10,"3100 142ND ST Surrey","V4P 2J3",404,"NA",-122.8293518,49.0582567
"5381",5381,4925,"3181","168 Street","North Grandview Heights","Surrey","32ND AVE / 168TH ST",10,"32ND AVE / 168TH ST Surrey","V3S 0A7",440,"North Grandview Heights (NA)",-122.7569265,49.0603174
"5382",5382,4925,"3181","168 Street","North Grandview Heights","Surrey","32ND AVE / 168TH ST",10,"32ND AVE / 168TH ST Surrey","V3S 0A7",440,"North Grandview Heights (NA)",-122.7569265,49.0603174
"5383",5383,4926,"210-15292","Croydon Drive","South Surrey","Surrey","32ND AVE / CROYDON DR",10,"32ND AVE / CROYDON DR Surrey","V3Z 0Z5",581,"NA",-122.798309,49.060198
"5384",5384,4927,"1064-10153","King George Boulevard","Whalley","Surrey","32ND AVE DVRS / KING GEORGE BLVD",10,"32ND AVE DVRS / KING GEORGE BLVD Surrey","V3T 2W1",255,"Whalley (NA)",-122.8473944,49.1857858
"5385",5385,4928,"8","Croydon Drive","Surrey","Greater Vancouver","32ND AVE OFRP / HWY 99",10,"32ND AVE OFRP / HWY 99 Surrey","V3S 3M1",578,"NA",-122.8041509,49.0614884
"5386",5386,4929,"14877","33 Avenue","Surrey","Greater Vancouver","3300 148A ST",10,"3300 148A ST Surrey","V4P 3A3",409,"NA",-122.810483,49.061813
"5387",5387,4930,"3610","Devonshire Drive","Surrey","Greater Vancouver","3600 DEVONSHIRE DR",10,"3600 DEVONSHIRE DR Surrey","V3S 0H8",583,"NA",-122.7851653,49.0675633
"5388",5388,4930,"3610","Devonshire Drive","Surrey","Greater Vancouver","3600 DEVONSHIRE DR",10,"3600 DEVONSHIRE DR Surrey","V3S 0H8",583,"NA",-122.7851653,49.0675633
"5389",5389,4931,"Southbound King George Blvd @ 40 Ave","Surrey","Greater Vancouver","British Columbia","4200 KING GEORGE BLVD",10,"4200 KING GEORGE BLVD Surrey","V3S 0L2",318,"NA",-122.8216083,49.0780465
"5390",5390,4932,"5418","Production Boulevard","Surrey","Greater Vancouver","5400 PRODUCTION BLVD",10,"5400 PRODUCTION BLVD Surrey","V3S 8P5",362,"NA",-122.6811662,49.1004671
"5391",5391,4933,"5577","153A Street","Surrey","Greater Vancouver","5500 153A ST",10,"5500 153A ST Surrey","V3S 5K7",318,"NA",-122.7970383,49.1033929
"5392",5392,4934,"6482","55 Avenue","Surrey","Greater Vancouver","5500 188TH ST",10,"5500 188TH ST Surrey","V3S 4N7",345,"NA",-122.701721,49.1023634
"5393",5393,4935,"5622","182 Street","Cloverdale","Surrey","5600 182ND ST",10,"5600 182ND ST Surrey","V3S 4M6",346,"Cloverdale (NA)",-122.7180206,49.1045329
"5394",5394,4936,"5580","172 Street","Surrey","Greater Vancouver","56TH AVE / 172ND ST",10,"56TH AVE / 172ND ST Surrey","V3S 3Z5",343,"Cloverdale (NA)",-122.7461642,49.1041994
"5395",5395,4937,"92","133A Street","Surrey","Greater Vancouver","5700 133A ST",10,"5700 133A ST Surrey","V3V 7E4",262,"NA",-122.8523591,49.1700106
"5396",5396,4938,"5708","180 Street","Cloverdale","Surrey","5700 180TH ST",10,"5700 180TH ST Surrey","V3S 4K6",346,"Cloverdale (NA)",-122.7235664,49.1061588
"5397",5397,4939,"18995","94 Avenue","Surrey","Greater Vancouver","5700 190TH ST",10,"5700 190TH ST Surrey","V4N 3S1",527,"NA",-122.69604,49.173418
"5398",5398,4940,"5720","191A Street","Surrey","Greater Vancouver","5700 191A ST",10,"5700 191A ST Surrey","V3S 7M8",359,"NA",-122.6928053,49.1067011
"5399",5399,4941,"5694","Kilmore Crescent East","Surrey","Greater Vancouver","5700 KILMORE CRES E",10,"5700 KILMORE CRES E Surrey","V3S 6G1",324,"NA",-122.791084,49.1061281
"5400",5400,4942,"5792","124A Street","Newton","Surrey","5800 124A ST",10,"5800 124A ST Surrey","V3X 2S6",316,"Newton (NA)",-122.8776251,49.10783
"5401",5401,4943,"5867","129 Street","Newton","Surrey","5800 129TH ST",10,"5800 129TH ST Surrey","V3X 0J4",188,"Newton (Panorame Ridge)",-122.8649063,49.1095016
"5402",5402,4944,"5770","132 Street","Newton","Surrey","5800 132ND ST",10,"5800 132ND ST Surrey","V3X 1N5",188,"Newton (Panorame Ridge)",-122.8567799,49.1080456
"5403",5403,4945,"8826","134A Street","Surrey","Greater Vancouver","5800 134A ST",10,"5800 134A ST Surrey","V3V 5S7",102,"NA",-122.8502419,49.1632438
"5404",5404,4946,"5800","167 Street","West Cloverdale South","Surrey","5800 167TH ST",10,"5800 167TH ST Surrey","V3S 9T4",542,"West Cloverdale South (NA)",-122.7587776,49.1080663
"5405",5405,4946,"5800","167 Street","West Cloverdale South","Surrey","5800 167TH ST",10,"5800 167TH ST Surrey","V3S 9T4",542,"West Cloverdale South (NA)",-122.7587776,49.1080663
"5406",5406,4947,"5812","179A Street","Cloverdale","Surrey","5800 179A ST",10,"5800 179A ST Surrey","V3S 4K3",339,"Cloverdale (NA)",-122.7250105,49.1080512
"5407",5407,4948,"5804","188A Street","Surrey","Greater Vancouver","5800 188A ST",10,"5800 188A ST Surrey","V3S 7M2",360,"NA",-122.7002632,49.1080183
"5408",5408,4949,"17755","58 Avenue","Cloverdale","Surrey","58TH AVE / 177B ST",10,"58TH AVE / 177B ST Surrey","V3S 1L5",341,"Cloverdale (NA)",-122.730302,49.107794
"5409",5409,4950,"5898","124 Street","Newton","Surrey","5900 124TH ST",10,"5900 124TH ST Surrey","V3X 1X5",314,"Newton (NA)",-122.8788147,49.1100399
"5410",5410,4951,"910","137A Street","Newton","Surrey","5900 137A ST",10,"5900 137A ST Surrey","V3X 3K9",545,"Newton (NA)",-122.8418042,49.1103674
"5411",5411,4952,"5904","183A Street","Cloverdale","Surrey","5900 183A ST",10,"5900 183A ST Surrey","V3S 5Y3",347,"Cloverdale (NA)",-122.7137597,49.1096557
"5412",5412,4953,"6016","128 Street","Newton","Surrey","6000 128TH ST",10,"6000 128TH ST Surrey","V3X 1T1",486,"Newton (NA)",-122.8678128,49.1118168
"5413",5413,4954,"5988","154A Street","Surrey","Greater Vancouver","6000 154A ST",10,"6000 154A ST Surrey","V3S 6G5",325,"NA",-122.7929269,49.1115627
"5414",5414,4955,"3016","163 Street","North Grandview Heights","Surrey","6000 163RD ST",10,"6000 163RD ST Surrey","V3S 0E3",592,"North Grandview Heights (NA)",-122.770239,49.0567195
"5415",5415,4955,"3016","163 Street","North Grandview Heights","Surrey","6000 163RD ST",10,"6000 163RD ST Surrey","V3S 0E3",592,"North Grandview Heights (NA)",-122.770239,49.0567195
"5416",5416,4956,"17059","79A Avenue","Surrey","Greater Vancouver","6000 170A ST",10,"6000 170A ST Surrey","V4N 0C6",575,"NA",-122.750794,49.1464398
"5417",5417,4957,"17263","60 Avenue","Cloverdale","Surrey","6000 172A ST",10,"6000 172A ST Surrey","V3S 1T7",331,"Cloverdale (NA)",-122.7442083,49.1116305
"5418",5418,4958,"17195","60 Avenue","Cloverdale","Surrey","6000 172ND ST",10,"6000 172ND ST Surrey","V3S 1T4",329,"Cloverdale (NA)",-122.7460385,49.1115301
"5419",5419,4959,"6020","190B Street","Surrey","Greater Vancouver","6000 190B ST",10,"6000 190B ST Surrey","V3S 7T8",359,"NA",-122.6939268,49.1122855
"5420",5420,4960,"17195","60 Avenue","Cloverdale","Surrey","60TH AVE / 172ND ST",10,"60TH AVE / 172ND ST Surrey","V3S 1T4",329,"Cloverdale (NA)",-122.7460385,49.1115301
"5421",5421,4961,"6098","126 Street","Newton","Surrey","6100 126TH ST",10,"6100 126TH ST Surrey","V3X 1V6",315,"Newton (NA)",-122.8735243,49.1135581
"5422",5422,4962,"6110","133 Street","Newton","Surrey","6100 133RD ST",10,"6100 133RD ST Surrey","V3X 1M4",185,"Newton (Panorame Ridge)",-122.8535608,49.1137684
"5423",5423,4963,"6144","194 Street","Surrey","Greater Vancouver","6100 194TH ST",10,"6100 194TH ST Surrey","V3S 7L3",357,"NA",-122.6850907,49.1144434
"5424",5424,4964,"6096","Boundary Drive East","Newton","Surrey","6100 BOUNDARY DR E",10,"6100 BOUNDARY DR E Surrey","V3X 2C5",315,"Newton (NA)",-122.878826,49.1138539
"5425",5425,4965,"6102","Greenside Drive West","Surrey","Greater Vancouver","6100 GREENSIDE DR W",10,"6100 GREENSIDE DR W Surrey","V3S 5M8",355,"NA",-122.6884992,49.1136808
"5426",5426,4966,"13799","62 Avenue","South Newton","Surrey","6200 138TH ST",10,"6200 138TH ST Surrey","V3X 2J6",321,"South Newton (NA)",-122.839911,49.1154669
"5427",5427,4966,"13799","62 Avenue","South Newton","Surrey","6200 138TH ST",10,"6200 138TH ST Surrey","V3X 2J6",321,"South Newton (NA)",-122.839911,49.1154669
"5428",5428,4967,"6248","142 Street","South Newton","Surrey","6200 142ND ST",10,"6200 142ND ST Surrey","V3X 0B8",322,"South Newton (NA)",-122.828806,49.1158541
"5429",5429,4967,"6248","142 Street","South Newton","Surrey","6200 142ND ST",10,"6200 142ND ST Surrey","V3X 0B8",322,"South Newton (NA)",-122.828806,49.1158541
"5430",5430,4968,"6200","167B Street","Cloverdale","Surrey","6200 167B ST",10,"6200 167B ST Surrey","V3S 0Z2",544,"Cloverdale (NA)",-122.7577895,49.1147731
"5431",5431,4969,"6208","62 Avenue","Cloverdale","Surrey","6200 171A ST",10,"6200 171A ST Surrey","V3S 5S3",326,"Cloverdale (NA)",-122.7469903,49.1153205
"5432",5432,4970,"6260","195B Street","Surrey","Greater Vancouver","6200 195B ST",10,"6200 195B ST Surrey","V3S 7L8",356,"NA",-122.680514,49.1163839
"5433",5433,4971,"6456","122 Street","Newton","Surrey","6400 122ND ST",10,"6400 122ND ST Surrey","V3W 3R8",307,"Newton (NA)",-122.8842151,49.1204239
"5434",5434,4972,"64 Ave FS 132 St","Newton","Surrey","Greater Vancouver","6400 132ND ST",10,"6400 132ND ST Surrey","V3W",193,"Newton (NA)",-122.856495,49.1190625
"5435",5435,4973,"92","133A Street","Surrey","Greater Vancouver","6400 133A ST",10,"6400 133A ST Surrey","V3V 7E4",262,"NA",-122.8523591,49.1700106
"5436",5436,4974,"6378","142 Street","South Newton","Surrey","6400 142ND ST",10,"6400 142ND ST Surrey","V3X 1B8",322,"South Newton (NA)",-122.8284494,49.1187797
"5437",5437,4974,"6378","142 Street","South Newton","Surrey","6400 142ND ST",10,"6400 142ND ST Surrey","V3X 1B8",322,"South Newton (NA)",-122.8284494,49.1187797
"5438",5438,4975,"13986","64 Avenue","South Newton","Surrey","64TH AVE / 140TH ST",10,"64TH AVE / 140TH ST Surrey","V3W 1Y6",177,"South Newton (NA)",-122.8343971,49.1190496
"5439",5439,4975,"13986","64 Avenue","South Newton","Surrey","64TH AVE / 140TH ST",10,"64TH AVE / 140TH ST Surrey","V3W 1Y6",177,"South Newton (NA)",-122.8343971,49.1190496
"5440",5440,4976,"6405","180 Street","Cloverdale","Surrey","64TH AVE / 180TH ST",10,"64TH AVE / 180TH ST Surrey","V3S 7K2",498,"Cloverdale (NA)",-122.723805,49.118827
"5441",5441,4977,"64 Ave FS 181A St","Cloverdale","Surrey","Greater Vancouver","64TH AVE / 181A ST",10,"64TH AVE / 181A ST Surrey","V3S 8T4",334,"Cloverdale (NA)",-122.7199255,49.1187982
"5442",5442,4978,"12355","65 Avenue","Newton","Surrey","6500 123A ST",10,"6500 123A ST Surrey","V3W 1P7",307,"Newton (NA)",-122.8800029,49.1212277
"5443",5443,4979,"6498","131 Street","Newton","Surrey","6500 131ST ST",10,"6500 131ST ST Surrey","V3W 7P3",194,"Newton (NA)",-122.8590476,49.1209755
"5444",5444,4980,"6530","185 Street","North Cloverdale East","Surrey","6500 185TH ST",10,"6500 185TH ST Surrey","V3S 8S8",500,"North Cloverdale East (NA)",-122.7090707,49.1221128
"5445",5445,4980,"6530","185 Street","North Cloverdale East","Surrey","6500 185TH ST",10,"6500 185TH ST Surrey","V3S 8S8",500,"North Cloverdale East (NA)",-122.7090707,49.1221128
"5446",5446,4981,"6602","Hampton Boulevard East","West Newton North","Surrey","6600 HAMPTON BLVD E",10,"6600 HAMPTON BLVD E Surrey","V3W 1N2",488,"West Newton North (NA)",-122.87172,49.1230494
"5447",5447,4981,"6602","Hampton Boulevard East","West Newton North","Surrey","6600 HAMPTON BLVD E",10,"6600 HAMPTON BLVD E Surrey","V3W 1N2",488,"West Newton North (NA)",-122.87172,49.1230494
"5448",5448,4982,"6706","124A Street","Newton","Surrey","6700 124A ST",10,"6700 124A ST Surrey","V3W 3Y5",488,"Newton (NA)",-122.8771354,49.1247858
"5449",5449,4983,"6782","144B Street","East Newton South","Surrey","6700 144B ST",10,"6700 144B ST Surrey","V3S 0T3",539,"East Newton South (NA)",-122.8210201,49.1257963
"5450",5450,4983,"6782","144B Street","East Newton South","Surrey","6700 144B ST",10,"6700 144B ST Surrey","V3S 0T3",539,"East Newton South (NA)",-122.8210201,49.1257963
"5451",5451,4984,"6728","148A Street","East Newton South","Surrey","6700 148A ST",10,"6700 148A ST Surrey","V3S 0P3",538,"East Newton South (NA)",-122.810568,49.1249826
"5452",5452,4984,"6728","148A Street","East Newton South","Surrey","6700 148A ST",10,"6700 148A ST Surrey","V3S 0P3",538,"East Newton South (NA)",-122.810568,49.1249826
"5453",5453,4984,"6728","148A Street","East Newton South","Surrey","6700 148A ST",10,"6700 148A ST Surrey","V3S 0P3",538,"East Newton South (NA)",-122.810568,49.1249826
"5454",5454,4984,"6728","148A Street","East Newton South","Surrey","6700 148A ST",10,"6700 148A ST Surrey","V3S 0P3",538,"East Newton South (NA)",-122.810568,49.1249826
"5455",5455,4985,"18560","67 Avenue","North Cloverdale East","Surrey","6700 185A ST",10,"6700 185A ST Surrey","V3S 1Z1",500,"North Cloverdale East (NA)",-122.7083034,49.1243081
"5456",5456,4985,"18560","67 Avenue","North Cloverdale East","Surrey","6700 185A ST",10,"6700 185A ST Surrey","V3S 1Z1",500,"North Cloverdale East (NA)",-122.7083034,49.1243081
"5457",5457,4986,"6711","186 Street","North Cloverdale East","Surrey","6700 186TH ST",10,"6700 186TH ST Surrey","V3S 1Z1",500,"North Cloverdale East (NA)",-122.7071781,49.1248105
"5458",5458,4986,"6711","186 Street","North Cloverdale East","Surrey","6700 186TH ST",10,"6700 186TH ST Surrey","V3S 1Z1",500,"North Cloverdale East (NA)",-122.7071781,49.1248105
"5459",5459,4987,"8652","149 Street","Newton","Surrey","6800 149TH ST",10,"6800 149TH ST Surrey","V3S 7E7",462,"Newton (NA)",-122.8095395,49.1603501
"5460",5460,4988,"18488","68 Avenue","North Cloverdale East","Surrey","6800 185TH ST",10,"6800 185TH ST Surrey","V3S 9C1",500,"North Cloverdale East (NA)",-122.709748,49.125988
"5461",5461,4988,"18488","68 Avenue","North Cloverdale East","Surrey","6800 185TH ST",10,"6800 185TH ST Surrey","V3S 9C1",500,"North Cloverdale East (NA)",-122.709748,49.125988
"5462",5462,4989,"6800","121 Street","Newton","Surrey","68TH AVE / 121ST ST",10,"68TH AVE / 121ST ST Surrey","V3W",305,"Newton (NA)",-122.8875759,49.1266977
"5463",5463,4990,"14415","68 Avenue","East Newton South","Surrey","68TH AVE / 144TH ST",10,"68TH AVE / 144TH ST Surrey","V3S 2A8",537,"East Newton South (NA)",-122.823276,49.1262157
"5464",5464,4990,"14415","68 Avenue","East Newton South","Surrey","68TH AVE / 144TH ST",10,"68TH AVE / 144TH ST Surrey","V3S 2A8",537,"East Newton South (NA)",-122.823276,49.1262157
"5465",5465,4991,"6975","129A Street","Newton","Surrey","6900 129A ST",10,"6900 129A ST Surrey","V3W 7B2",198,"Newton (NA)",-122.8635672,49.1294885
"5466",5466,4992,"6928","179 Street","Cloverdale","Surrey","6900 179TH ST",10,"6900 179TH ST Surrey","V3S 7V1",497,"Cloverdale (NA)",-122.7252198,49.1283214
"5467",5467,4993,"7015","124 Street","Newton","Surrey","7000 124TH ST",10,"7000 124TH ST Surrey","V3W 3W9",203,"Newton (Strawberry Hill)",-122.8790657,49.130316
"5468",5468,4994,"6996","126 Street","Newton","Surrey","7000 126TH ST",10,"7000 126TH ST Surrey","V3W 4A5",200,"Newton (NA)",-122.8731184,49.1301768
"5469",5469,4995,"7062","134 Street","Newton","Surrey","70B AVE / 134TH ST",10,"70B AVE / 134TH ST Surrey","V3W 4T2",300,"Newton (NA)",-122.8511414,49.1308189
"5470",5470,4996,"7064","122A Street","Newton","Surrey","7100 122A ST",10,"7100 122A ST Surrey","V3W 4Z8",205,"Newton (Strawberry Hill)",-122.8827551,49.1315542
"5471",5471,4997,"7087","123rd Street","Newton","Surrey","7100 123RD ST",10,"7100 123RD ST Surrey","V3W 3V2",204,"Newton (Strawberry Hill)",-122.881915,49.131977
"5472",5472,4998,"7100","125 Street","Newton","Surrey","7100 125TH ST",10,"7100 125TH ST Surrey","V3W 0T9",202,"Newton (NA)",-122.876684,49.131751
"5473",5473,4999,"8826","134A Street","Surrey","Greater Vancouver","7100 134A ST",10,"7100 134A ST Surrey","V3V 5S7",102,"NA",-122.8502419,49.1632438
"5474",5474,5000,"7100","144B Street","East Newton South","Surrey","7100 144B ST",10,"7100 144B ST Surrey","V3S 8H4",537,"East Newton South (NA)",-122.8207089,49.132077
"5475",5475,5000,"7100","144B Street","East Newton South","Surrey","7100 144B ST",10,"7100 144B ST Surrey","V3S 8H4",537,"East Newton South (NA)",-122.8207089,49.132077
"5476",5476,5001,"9236","124A Street","Surrey","Greater Vancouver","7200 124A ST",10,"7200 124A ST Surrey","V3V 4V8",271,"NA",-122.8775605,49.170697
"5477",5477,5002,"7221","125 Street","Newton","Surrey","7200 125TH ST",10,"7200 125TH ST Surrey","V3W 0S9",474,"Newton (NA)",-122.876236,49.1340153
"5478",5478,5003,"72 Ave FS 190 St","Surrey","Greater Vancouver","British Columbia","7200 190TH ST",10,"7200 190TH ST Surrey","V4N 5Z8",532,"East Clayton (NA)",-122.6961771,49.1334643
"5479",5479,5003,"72 Ave FS 190 St","Surrey","Greater Vancouver","British Columbia","7200 190TH ST",10,"7200 190TH ST Surrey","V4N 5Z8",532,"East Clayton (NA)",-122.6961771,49.1334643
"5480",5480,5004,"7221","125 Street","Newton","Surrey","72ND AVE / 125TH ST",10,"72ND AVE / 125TH ST Surrey","V3W 0S9",474,"Newton (NA)",-122.8762355,49.1339952
"5481",5481,5005,"6712","131A Street","Newton","Surrey","7300 131A ST",10,"7300 131A ST Surrey","V3W 7P5",195,"Newton (NA)",-122.8576551,49.1247796
"5482",5482,5006,"7304","138 Street","Newton","Surrey","7300 138TH ST",10,"7300 138TH ST Surrey","V3W 5H2",302,"Newton (NA)",-122.8383262,49.1354523
